InvoiceNumber,CreatedTime,StoreID,PosID,CustomerType,CustomerCardNo,PaymentMethod,DeliveryType,City,State,PinCode,ItemCode,ItemDescription,ItemPrice,ItemQty,TotalValue
9201036,1595689033544,STR4899,POS799,PRIME,2325763742,CASH,HOME-DELIVERY,Hassan,Karnataka,,308,Butterfly chair,857.0,2,1714.0
9201036,1595689033544,STR4899,POS799,PRIME,2325763742,CASH,HOME-DELIVERY,Hassan,Karnataka,,373,Latex Mattress,1313.0,2,2626.0
9201036,1595689033544,STR4899,POS799,PRIME,2325763742,CASH,HOME-DELIVERY,Hassan,Karnataka,,468,Lunch box,1467.0,1,1467.0
9201036,1595689033544,STR4899,POS799,PRIME,2325763742,CASH,HOME-DELIVERY,Hassan,Karnataka,,593,Hanging curtains,1896.0,1,1896.0
62841350,1595689035551,STR2699,POS792,PRIME,7475384243,CASH,HOME-DELIVERY,Serampore,West Bengal,,598,Grommet Curtains,914.0,1,914.0
62841350,1595689035551,STR2699,POS792,PRIME,7475384243,CASH,HOME-DELIVERY,Serampore,West Bengal,,223,Hammock,1210.0,2,2420.0
91688630,1595689035551,STR5864,POS872,PRIME,7589671731,CASH,HOME-DELIVERY,Imphal,Manipur,,578,Goblet Pleat Curtains,1765.0,1,1765.0
91688630,1595689035551,STR5864,POS872,PRIME,7589671731,CASH,HOME-DELIVERY,Imphal,Manipur,,523,Oil-lamp clock,1371.0,2,2742.0
91688630,1595689035551,STR5864,POS872,PRIME,7589671731,CASH,HOME-DELIVERY,Imphal,Manipur,,578,Goblet Pleat Curtains,1765.0,1,1765.0
91688630,1595689035551,STR5864,POS872,PRIME,7589671731,CASH,HOME-DELIVERY,Imphal,Manipur,,213,Infant bed,1755.0,2,3510.0
74556772,1595689036554,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,678,Fillet knife,350.0,2,700.0
74556772,1595689036554,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,328,Dining chair,1223.0,2,2446.0
74556772,1595689036554,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,618,Pencil Pleat Drapes,1140.0,2,2280.0
74556772,1595689036554,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,358,Restraint chair,1943.0,2,3886.0
60492225,1595689038562,STR4899,POS584,NONPRIME,2502121621,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,573,Eyelet Curtains,642.0,2,1284.0
60492225,1595689038562,STR4899,POS584,NONPRIME,2502121621,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,658,Chinois,567.0,2,1134.0
60492225,1595689038562,STR4899,POS584,NONPRIME,2502121621,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,693,Mandoline,250.0,1,250.0
35843774,1595689040570,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Chapra,Bihar,,308,Butterfly chair,857.0,2,1714.0
99871692,1595689041072,STR2699,POS566,PRIME,7543202868,CARD,HOME-DELIVERY,Dehri,Bihar,,428,Cocktail glass,1422.0,2,2844.0
99871692,1595689041072,STR2699,POS566,PRIME,7543202868,CARD,HOME-DELIVERY,Dehri,Bihar,,213,Infant bed,1755.0,1,1755.0
24967894,1595689042577,STR2699,POS779,PRIME,6797767929,CASH,HOME-DELIVERY,Guna,Madhya Pradesh,,603,Sheer Curtains,1282.0,2,2564.0
24967894,1595689042577,STR2699,POS779,PRIME,6797767929,CASH,HOME-DELIVERY,Guna,Madhya Pradesh,,483,Teacups and saucers,1781.0,1,1781.0
24967894,1595689042577,STR2699,POS779,PRIME,6797767929,CASH,HOME-DELIVERY,Guna,Madhya Pradesh,,358,Restraint chair,1943.0,2,3886.0
24967894,1595689042577,STR2699,POS779,PRIME,6797767929,CASH,HOME-DELIVERY,Guna,Madhya Pradesh,,513,Flip clock,1259.0,1,1259.0
55412785,1595689043580,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Katihar,Bihar,,413,Slipcover,1896.0,2,3792.0
55412785,1595689043580,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Katihar,Bihar,,203,Bunk bed,1686.0,1,1686.0
55412785,1595689043580,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Katihar,Bihar,,438,Lead glass,2069.0,2,4138.0
55412785,1595689043580,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Katihar,Bihar,,278,Dining set,1940.0,1,1940.0
74456097,1595689045086,STR7443,POS365,PRIME,8790333340,CASH,HOME-DELIVERY,Arrah,Bihar,,538,Grandmother clock,1301.0,1,1301.0
74456097,1595689045086,STR7443,POS365,PRIME,8790333340,CASH,HOME-DELIVERY,Arrah,Bihar,,303,Bench,2251.0,1,2251.0
74456097,1595689045086,STR7443,POS365,PRIME,8790333340,CASH,HOME-DELIVERY,Arrah,Bihar,,498,Carving knifes,1424.0,1,1424.0
62410853,1595689048595,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Unnao,Uttar Pradesh,,568,Pinch Pleated Curtains,1718.0,2,3436.0
62410853,1595689048595,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Unnao,Uttar Pradesh,,553,Banjo clock,1651.0,1,1651.0
62410853,1595689048595,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Unnao,Uttar Pradesh,,548,Cartel clock,1500.0,1,1500.0
62410853,1595689048595,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Unnao,Uttar Pradesh,,558,Balloon clock,1633.0,1,1633.0
77137908,1595689048595,STR5646,POS624,PRIME,8109010950,CASH,TAKEAWAY,,,,213,Infant bed,1755.0,2,3510.0
77137908,1595689048595,STR5646,POS624,PRIME,8109010950,CASH,TAKEAWAY,,,,353,Recliner,1585.0,1,1585.0
77137908,1595689048595,STR5646,POS624,PRIME,8109010950,CASH,TAKEAWAY,,,,208,Canopy bed,508.0,2,1016.0
48580075,1595689049599,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Dehradun,Uttarakhand,,623,Box Pleat Drapes,1683.0,2,3366.0
48580075,1595689049599,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Dehradun,Uttarakhand,,513,Flip clock,1259.0,1,1259.0
48580075,1595689049599,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Dehradun,Uttarakhand,,483,Teacups and saucers,1781.0,1,1781.0
53262029,1595689051607,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,388,Memory Foam,1884.0,2,3768.0
53262029,1595689051607,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,428,Cocktail glass,1422.0,2,2844.0
25602718,1595689051607,STR7443,POS365,PRIME,8790333340,CASH,HOME-DELIVERY,Arrah,Bihar,,633,Cafe Curtains,796.0,2,1592.0
25602718,1595689051607,STR7443,POS365,PRIME,8790333340,CASH,HOME-DELIVERY,Arrah,Bihar,,588,Sheer Curtains,801.0,2,1602.0
77544583,1595689052611,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Delhi,Delhi,,543,Lighthouse clock,636.0,1,636.0
77544583,1595689052611,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Delhi,Delhi,,593,Hanging curtains,1896.0,2,3792.0
77544583,1595689052611,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Delhi,Delhi,,423,Quilt,1485.0,1,1485.0
65468939,1595689058140,STR5864,POS878,NONPRIME,9728415172,CARD,TAKEAWAY,,,,213,Infant bed,1755.0,2,3510.0
65468939,1595689058140,STR5864,POS878,NONPRIME,9728415172,CARD,TAKEAWAY,,,,363,Rocking chair,2021.0,1,2021.0
48276301,1595689060147,STR4899,POS584,NONPRIME,2502121621,CASH,HOME-DELIVERY,Ingraj Bazar,West Bengal,,343,Massage chair,1354.0,1,1354.0
48276301,1595689060147,STR4899,POS584,NONPRIME,2502121621,CASH,HOME-DELIVERY,Ingraj Bazar,West Bengal,,358,Restraint chair,1943.0,1,1943.0
48276301,1595689060147,STR4899,POS584,NONPRIME,2502121621,CASH,HOME-DELIVERY,Ingraj Bazar,West Bengal,,428,Cocktail glass,1422.0,1,1422.0
48276301,1595689060147,STR4899,POS584,NONPRIME,2502121621,CASH,HOME-DELIVERY,Ingraj Bazar,West Bengal,,413,Slipcover,1896.0,1,1896.0
69238172,1595689063172,STR5864,POS132,NONPRIME,6909538460,CASH,HOME-DELIVERY,Bellary,Karnataka,,528,Projection clock,2365.0,1,2365.0
69238172,1595689063172,STR5864,POS132,NONPRIME,6909538460,CASH,HOME-DELIVERY,Bellary,Karnataka,,448,Martini glass,2263.0,1,2263.0
69238172,1595689063172,STR5864,POS132,NONPRIME,6909538460,CASH,HOME-DELIVERY,Bellary,Karnataka,,473,Mason jars,1358.0,1,1358.0
69238172,1595689063172,STR5864,POS132,NONPRIME,6909538460,CASH,HOME-DELIVERY,Bellary,Karnataka,,638,Baster,1214.0,2,2428.0
345647,1595689064176,STR7443,POS365,PRIME,8790333340,CASH,HOME-DELIVERY,Ichalkaranji,Maharastra,,458,Wine glass,1644.0,2,3288.0
345647,1595689064176,STR7443,POS365,PRIME,8790333340,CASH,HOME-DELIVERY,Ichalkaranji,Maharastra,,698,Meat grinder,1250.0,1,1250.0
345647,1595689064176,STR7443,POS365,PRIME,8790333340,CASH,HOME-DELIVERY,Ichalkaranji,Maharastra,,638,Baster,1214.0,1,1214.0
345647,1595689064176,STR7443,POS365,PRIME,8790333340,CASH,HOME-DELIVERY,Ichalkaranji,Maharastra,,608,Pleated Drapes,1684.0,1,1684.0
85488784,1595689064678,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Patna,Bihar,,613,Goblet Pleat Drapes,1583.0,1,1583.0
85488784,1595689064678,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Patna,Bihar,,638,Baster,1214.0,1,1214.0
11309577,1595689068192,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,578,Goblet Pleat Curtains,1765.0,1,1765.0
11309577,1595689068192,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,313,Brewster Chair,2195.0,1,2195.0
68229429,1595689068192,STR5646,POS212,NONPRIME,4226427254,CARD,HOME-DELIVERY,Gudivada,Andhra Pradesh,,368,Stool,888.0,2,1776.0
68229429,1595689068192,STR5646,POS212,NONPRIME,4226427254,CARD,HOME-DELIVERY,Gudivada,Andhra Pradesh,,673,Dough scraper,980.0,2,1960.0
68229429,1595689068192,STR5646,POS212,NONPRIME,4226427254,CARD,HOME-DELIVERY,Gudivada,Andhra Pradesh,,503,Chef's knife,1973.0,2,3946.0
68229429,1595689068192,STR5646,POS212,NONPRIME,4226427254,CARD,HOME-DELIVERY,Gudivada,Andhra Pradesh,,518,Hourglass,1598.0,2,3196.0
83309905,1595689068694,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Secunderabad,Andhra Pradesh,,473,Mason jars,1358.0,2,2716.0
83309905,1595689068694,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Secunderabad,Andhra Pradesh,,663,Corkscrew,983.0,1,983.0
83309905,1595689068694,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Secunderabad,Andhra Pradesh,,508,Kitchen knife,2483.0,2,4966.0
44662946,1595689069195,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,438,Lead glass,2069.0,2,4138.0
44662946,1595689069195,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,653,Browning tray,375.0,1,375.0
44662946,1595689069195,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,613,Goblet Pleat Drapes,1583.0,1,1583.0
44662946,1595689069195,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,668,Crab cracker,785.0,2,1570.0
26911031,1595689069697,STR5646,POS212,NONPRIME,4226427254,CARD,HOME-DELIVERY,Chapra,Bihar,,558,Balloon clock,1633.0,1,1633.0
26911031,1595689069697,STR5646,POS212,NONPRIME,4226427254,CARD,HOME-DELIVERY,Chapra,Bihar,,258,Closet,1687.0,2,3374.0
26911031,1595689069697,STR5646,POS212,NONPRIME,4226427254,CARD,HOME-DELIVERY,Chapra,Bihar,,543,Lighthouse clock,636.0,2,1272.0
2905049,1595689070199,STR4899,POS954,NONPRIME,3716602332,CASH,HOME-DELIVERY,Bellary,Karnataka,,603,Sheer Curtains,1282.0,1,1282.0
49378414,1595689071704,STR5646,POS624,PRIME,8109010950,CASH,TAKEAWAY,,,,578,Goblet Pleat Curtains,1765.0,2,3530.0
36505040,1595689073712,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,478,Teapot,885.0,1,885.0
36505040,1595689073712,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,238,Dining table,1582.0,2,3164.0
36505040,1595689073712,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,293,Bar stool,1148.0,2,2296.0
82416260,1595689073712,STR4899,POS441,NONPRIME,4227803954,CASH,TAKEAWAY,,,,208,Canopy bed,508.0,2,1016.0
82416260,1595689073712,STR4899,POS441,NONPRIME,4227803954,CASH,TAKEAWAY,,,,338,Kneeling chairs,442.0,2,884.0
74231873,1595689074716,STR4899,POS441,NONPRIME,4227803954,CASH,TAKEAWAY,,,,463,Cookie jars,793.0,1,793.0
74231873,1595689074716,STR4899,POS441,NONPRIME,4227803954,CASH,TAKEAWAY,,,,408,Confidante,1242.0,1,1242.0
74231873,1595689074716,STR4899,POS441,NONPRIME,4227803954,CASH,TAKEAWAY,,,,578,Goblet Pleat Curtains,1765.0,1,1765.0
74231873,1595689074716,STR4899,POS441,NONPRIME,4227803954,CASH,TAKEAWAY,,,,413,Slipcover,1896.0,2,3792.0
85197014,1595689074716,STR5646,POS968,PRIME,2220404140,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,373,Latex Mattress,1313.0,1,1313.0
85197014,1595689074716,STR5646,POS968,PRIME,2220404140,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,393,Hybrid Mattress,2217.0,1,2217.0
85197014,1595689074716,STR5646,POS968,PRIME,2220404140,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,333,Gaming chair,1902.0,1,1902.0
1418499,1595689075218,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Palakkad,Kerala,,223,Hammock,1210.0,2,2420.0
1418499,1595689075218,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Palakkad,Kerala,,553,Banjo clock,1651.0,1,1651.0
1418499,1595689075218,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Palakkad,Kerala,,403,Adjustable Air Mattress,1417.0,1,1417.0
1418499,1595689075218,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Palakkad,Kerala,,328,Dining chair,1223.0,1,1223.0
96739542,1595689076222,STR5646,POS624,PRIME,8109010950,CASH,TAKEAWAY,,,,448,Martini glass,2263.0,2,4526.0
96739542,1595689076222,STR5646,POS624,PRIME,8109010950,CASH,TAKEAWAY,,,,258,Closet,1687.0,1,1687.0
74673463,1595689077728,STR7443,POS411,NONPRIME,4369698403,CARD,HOME-DELIVERY,Serampore,West Bengal,,658,Chinois,567.0,2,1134.0
74673463,1595689077728,STR7443,POS411,NONPRIME,4369698403,CARD,HOME-DELIVERY,Serampore,West Bengal,,573,Eyelet Curtains,642.0,2,1284.0
74673463,1595689077728,STR7443,POS411,NONPRIME,4369698403,CARD,HOME-DELIVERY,Serampore,West Bengal,,433,Depression glass,1950.0,1,1950.0
74673463,1595689077728,STR7443,POS411,NONPRIME,4369698403,CARD,HOME-DELIVERY,Serampore,West Bengal,,583,Tab Top Curtains,1329.0,2,2658.0
43086440,1595689078230,STR4899,POS447,NONPRIME,5576072500,CARD,TAKEAWAY,,,,548,Cartel clock,1500.0,2,3000.0
99406048,1595689078732,STR4899,POS441,NONPRIME,4227803954,CASH,TAKEAWAY,,,,568,Pinch Pleated Curtains,1718.0,2,3436.0
36377593,1595689079234,STR4899,POS584,NONPRIME,2502121621,CASH,HOME-DELIVERY,Farrukhabad-cum-Fatehgarh,Uttar Pradesh,,638,Baster,1214.0,2,2428.0
36377593,1595689079234,STR4899,POS584,NONPRIME,2502121621,CASH,HOME-DELIVERY,Farrukhabad-cum-Fatehgarh,Uttar Pradesh,,293,Bar stool,1148.0,2,2296.0
36377593,1595689079234,STR4899,POS584,NONPRIME,2502121621,CASH,HOME-DELIVERY,Farrukhabad-cum-Fatehgarh,Uttar Pradesh,,503,Chef's knife,1973.0,1,1973.0
71193412,1595689080238,STR7443,POS365,PRIME,8790333340,CASH,HOME-DELIVERY,Guna,Madhya Pradesh,,228,Divan,1083.0,2,2166.0
5434078,1595689081242,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,633,Cafe Curtains,796.0,2,1592.0
5434078,1595689081242,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,418,Wing chair,1431.0,2,2862.0
5434078,1595689081242,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,458,Wine glass,1644.0,2,3288.0
5434078,1595689081242,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,268,Floating shelf,1894.0,2,3788.0
30595117,1595689082246,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,288,Hutch,1812.0,2,3624.0
30595117,1595689082246,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,493,Boning knife,513.0,2,1026.0
30595117,1595689082246,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,288,Hutch,1812.0,2,3624.0
30595117,1595689082246,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,268,Floating shelf,1894.0,1,1894.0
10575439,1595689083250,STR4899,POS799,PRIME,2325763742,CASH,HOME-DELIVERY,Dabgram,West Bengal,,698,Meat grinder,1250.0,1,1250.0
10575439,1595689083250,STR4899,POS799,PRIME,2325763742,CASH,HOME-DELIVERY,Dabgram,West Bengal,,308,Butterfly chair,857.0,2,1714.0
69390407,1595689083752,STR5646,POS968,PRIME,2220404140,CASH,HOME-DELIVERY,Serampore,West Bengal,,338,Kneeling chairs,442.0,2,884.0
69390407,1595689083752,STR5646,POS968,PRIME,2220404140,CASH,HOME-DELIVERY,Serampore,West Bengal,,368,Stool,888.0,1,888.0
66645293,1595689084254,STR4899,POS954,NONPRIME,3716602332,CASH,HOME-DELIVERY,Hathras,Uttar Pradesh,,393,Hybrid Mattress,2217.0,2,4434.0
66645293,1595689084254,STR4899,POS954,NONPRIME,3716602332,CASH,HOME-DELIVERY,Hathras,Uttar Pradesh,,673,Dough scraper,980.0,2,1960.0
90435303,1595689084756,STR5864,POS878,NONPRIME,9728415172,CARD,TAKEAWAY,,,,613,Goblet Pleat Drapes,1583.0,1,1583.0
90435303,1595689084756,STR5864,POS878,NONPRIME,9728415172,CARD,TAKEAWAY,,,,633,Cafe Curtains,796.0,2,1592.0
90435303,1595689084756,STR5864,POS878,NONPRIME,9728415172,CARD,TAKEAWAY,,,,533,Rolling ball clock,1651.0,2,3302.0
90435303,1595689084756,STR5864,POS878,NONPRIME,9728415172,CARD,TAKEAWAY,,,,588,Sheer Curtains,801.0,2,1602.0
84094384,1595689085760,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Ratlam,Madhya Pradesh,,653,Browning tray,375.0,2,750.0
78419803,1595689085760,STR4899,POS954,NONPRIME,3716602332,CASH,HOME-DELIVERY,Cuddalore,Tamil Nadu,,483,Teacups and saucers,1781.0,2,3562.0
78419803,1595689085760,STR4899,POS954,NONPRIME,3716602332,CASH,HOME-DELIVERY,Cuddalore,Tamil Nadu,,413,Slipcover,1896.0,1,1896.0
78419803,1595689085760,STR4899,POS954,NONPRIME,3716602332,CASH,HOME-DELIVERY,Cuddalore,Tamil Nadu,,213,Infant bed,1755.0,1,1755.0
78419803,1595689085760,STR4899,POS954,NONPRIME,3716602332,CASH,HOME-DELIVERY,Cuddalore,Tamil Nadu,,498,Carving knifes,1424.0,1,1424.0
28484565,1595689086261,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,South Dum Dum,West Bengal,,493,Boning knife,513.0,1,513.0
28442208,1595689088268,STR7443,POS333,NONPRIME,5483488802,CASH,HOME-DELIVERY,Unnao,Uttar Pradesh,,438,Lead glass,2069.0,1,2069.0
28442208,1595689088268,STR7443,POS333,NONPRIME,5483488802,CASH,HOME-DELIVERY,Unnao,Uttar Pradesh,,508,Kitchen knife,2483.0,1,2483.0
28442208,1595689088268,STR7443,POS333,NONPRIME,5483488802,CASH,HOME-DELIVERY,Unnao,Uttar Pradesh,,433,Depression glass,1950.0,1,1950.0
28442208,1595689088268,STR7443,POS333,NONPRIME,5483488802,CASH,HOME-DELIVERY,Unnao,Uttar Pradesh,,458,Wine glass,1644.0,1,1644.0
29143078,1595689089772,STR2699,POS566,PRIME,7543202868,CARD,HOME-DELIVERY,Hassan,Karnataka,,493,Boning knife,513.0,2,1026.0
1431456,1595689090776,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Banda,Uttar Pradesh,,358,Restraint chair,1943.0,2,3886.0
1431456,1595689090776,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Banda,Uttar Pradesh,,263,Kitchen cabinet,1050.0,2,2100.0
13253738,1595689091778,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,318,Bofinger chair,1119.0,2,2238.0
13253738,1595689091778,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,253,Bathroom cabinet,1513.0,1,1513.0
13253738,1595689091778,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,293,Bar stool,1148.0,1,1148.0
13253738,1595689091778,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,668,Crab cracker,785.0,2,1570.0
36546295,1595689187238,STR7443,POS411,NONPRIME,4369698403,CARD,HOME-DELIVERY,Jaipur,Rajasthan,,503,Chef's knife,1973.0,2,3946.0
36546295,1595689187238,STR7443,POS411,NONPRIME,4369698403,CARD,HOME-DELIVERY,Jaipur,Rajasthan,,348,Navy chair,1998.0,2,3996.0
42069904,1595689187662,STR5864,POS132,NONPRIME,6909538460,CASH,HOME-DELIVERY,Multan,Punjab,,568,Pinch Pleated Curtains,1718.0,2,3436.0
42069904,1595689187662,STR5864,POS132,NONPRIME,6909538460,CASH,HOME-DELIVERY,Multan,Punjab,,648,Bottle opener,321.0,1,321.0
42069904,1595689187662,STR5864,POS132,NONPRIME,6909538460,CASH,HOME-DELIVERY,Multan,Punjab,,643,Blow torch,1955.0,2,3910.0
41437796,1595689187762,STR2699,POS566,PRIME,7543202868,CARD,HOME-DELIVERY,Chennai,Tamil Nadu,,543,Lighthouse clock,636.0,2,1272.0
41437796,1595689187762,STR2699,POS566,PRIME,7543202868,CARD,HOME-DELIVERY,Chennai,Tamil Nadu,,323,Chiavari chair,653.0,2,1306.0
34810631,1595689187979,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Alandur,Tamil Nadu,,258,Closet,1687.0,2,3374.0
34810631,1595689187979,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Alandur,Tamil Nadu,,553,Banjo clock,1651.0,1,1651.0
34810631,1595689187979,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Alandur,Tamil Nadu,,443,Margarita glass,2475.0,1,2475.0
34810631,1595689187979,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Alandur,Tamil Nadu,,263,Kitchen cabinet,1050.0,1,1050.0
7896268,1595689188081,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,503,Chef's knife,1973.0,1,1973.0
7896268,1595689188081,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,363,Rocking chair,2021.0,1,2021.0
7896268,1595689188081,STR2699,POS832,NONPRIME,4552039054,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,693,Mandoline,250.0,1,250.0
43950747,1595689188102,STR7443,POS411,NONPRIME,4369698403,CARD,HOME-DELIVERY,Ganganagar,Rajasthan,,283,Portable Lamps,2236.0,2,4472.0
43950747,1595689188102,STR7443,POS411,NONPRIME,4369698403,CARD,HOME-DELIVERY,Ganganagar,Rajasthan,,323,Chiavari chair,653.0,1,653.0
67741512,1595689188204,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,653,Browning tray,375.0,1,375.0
67741512,1595689188204,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,243,Folding table,738.0,2,1476.0
93004786,1595689188320,STR7443,POS394,NONPRIME,7587821520,CASH,TAKEAWAY,,,,358,Restraint chair,1943.0,2,3886.0
95424604,1595689188420,STR5646,POS212,NONPRIME,4226427254,CARD,HOME-DELIVERY,Hyderabad,Andhra Pradesh,,263,Kitchen cabinet,1050.0,2,2100.0
95424604,1595689188420,STR5646,POS212,NONPRIME,4226427254,CARD,HOME-DELIVERY,Hyderabad,Andhra Pradesh,,258,Closet,1687.0,2,3374.0
21814857,1595689188636,STR2699,POS566,PRIME,7543202868,CARD,HOME-DELIVERY,Arrah,Bihar,,263,Kitchen cabinet,1050.0,2,2100.0
21814857,1595689188636,STR2699,POS566,PRIME,7543202868,CARD,HOME-DELIVERY,Arrah,Bihar,,643,Blow torch,1955.0,2,3910.0
21814857,1595689188636,STR2699,POS566,PRIME,7543202868,CARD,HOME-DELIVERY,Arrah,Bihar,,348,Navy chair,1998.0,1,1998.0
22355815,1595689188839,STR2699,POS779,PRIME,6797767929,CASH,HOME-DELIVERY,Vijayawada,Andhra Pradesh,,523,Oil-lamp clock,1371.0,1,1371.0
22355815,1595689188839,STR2699,POS779,PRIME,6797767929,CASH,HOME-DELIVERY,Vijayawada,Andhra Pradesh,,228,Divan,1083.0,2,2166.0
98773746,1595689188952,STR4899,POS799,PRIME,2325763742,CASH,HOME-DELIVERY,South Dum Dum,West Bengal,,213,Infant bed,1755.0,2,3510.0
91540323,1595689189052,STR5646,POS624,PRIME,8109010950,CASH,TAKEAWAY,,,,408,Confidante,1242.0,1,1242.0
91540323,1595689189052,STR5646,POS624,PRIME,8109010950,CASH,TAKEAWAY,,,,663,Corkscrew,983.0,1,983.0
89535343,1595689189137,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Faridabad,Haryana,,648,Bottle opener,321.0,2,642.0
89535343,1595689189137,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Faridabad,Haryana,,253,Bathroom cabinet,1513.0,2,3026.0
89535343,1595689189137,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Faridabad,Haryana,,268,Floating shelf,1894.0,1,1894.0
89535343,1595689189137,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Faridabad,Haryana,,448,Martini glass,2263.0,2,4526.0
6458559,1595689189253,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,633,Cafe Curtains,796.0,1,796.0
